LATITUDE,LONGITUDE,CLIENT_LIST,CLIENT_WEIGHT,OWN
5.02,-74,21342;1304;1305;4518;20850;3785,6,0
5.19,-73.15,6638,1,0
4.91,-73.94,2666,1,0
4.53,-74.16,16142,1,0
4.7,-74.2,2836,1,0
4.57,-74.17,7692;7688;6477;13416;6831;4870;12652;17214;10102;10085;10101;10086;19654;19655;6899;4059;196;6343;6359;12978;13409;16010;12688;10077;10319;15114;14443;10078,28,0
4.61,-74.19,17931;324;1883;19888;5399;8950;448;17626;264;14060;5007;262;692;6223;3302;4691;9741;15155;13681;50;4525;17489;17198,23,0
4.59,-74.12,2261;6065;4682;7654;18893;4922;7265;8292;7257;7664;8609;20586;998;495,14,0
4.96,-73.92,19727;18780;20091;18791;18772,5,0
4.59,-74.21,6901;8824;8042;8823;1613;8043;7204;566;7684,9,0
4.58,-74.11,6079;3253;2330;7290;16165;8763;20513;5671;6208;18690;14183;6034;7476;7400;281;6647;15397;6018;6029;5993;809;21328,22,0
4.64,-74.2,10087;9095;206;7124;1763;1779;10088;6524;13088;13111;16714;4782,12,0
4.57,-74.16,16001;8700;15380;6565;420;15609;19366;642;10181;10343;10344;6566;6137;5911;13306;449;1452;12462;13587;12647;12987;10753,22,0
4.51,-74.12,6809;1843;14180;6666;21830;13626;1649;5428;5444;13019;12920;4273,12,0
4.72,-74.12,3140;7738;7454;7450;7466;10364;12588;14708;18029;10363;2825;6001;11011;3583;7473;6506;555;11674;16124;173;98;588;4247,23,0
4.62,-74.07,13682;19169;21420;9902;7997;11787;7996;1050;19312;20495;8002;2907;16569;20302;22112;2392;3749;19545;12422,19,0
4.65,-74.17,2721;2214;17117;20148;10516;10515;1912;2445;22038;6429;11048;13225;11349;2737;9285,15,0
4.57,-74.22,5290;110;435;4467;8192;8513;8191;6897;8265;317;14894;14896;985;14542;5247;17488,16,0
4.77,-74.02,4249;4220;15550;1187,4,0
4.8,-74.11,17721;20236;20216;17825,4,0
4.73,-74.12,13327;997;19048;21186;6390;979,6,0
4.71,-74.23,20197;691;14540;766;14472;17958;21002;14535;20775,9,0
5.03,-73.99,19673;1104;21510;1287;1370;20753;1093;18528,8,0
4.81,-74.21,3180,1,0
4.64,-74.1,19406;15307;7572;12632;13714;7481;20354;7419;7781;10496;773;7780,12,0
4.65,-74.16,2410;2276;6977;14134;2260;354;1088;9248;9247;16610,10,0
4.56,-74.23,105;106;9209;15737;7617;14762,6,0
4.77,-74.03,172;1024;7297;7267;20679;14369;18895;5831;14348;19809,10,0
4.53,-74.09,6752;5348;1766;6963;17645;54;17016;616;293;12882;400;5460;5695;10637;13581;780,16,0
4.75,-74.07,2412;18316;10231;13871;13870;10232,6,0
4.5,-74.09,5293;5319,2,0
4.76,-74.38,21809,1,0
4.48,-74.12,2641,1,0
4.94,-74.02,1781;1594,2,0
4.62,-74.16,9058;829;3663;9751;17371;3900;9057;3600;20607;12015;10433;15222;6299;3131;3604;3897;4233;10110;3586;3733;4677;13558;3725;12586;620;20536;11704,27,0
4.74,-74.12,13680;2840;2959;21229;7191;7518;13676;10538;3307;8957;4661;17531;13469;3087;6806;2465;15670;18437;18250;4675;17381;10339;3132;18454;14464;12453;12548,27,0
4.67,-74.07,6691;17730;8942;2065;9375;9442;9397;21820;18947;8941;13627;16680;10591;15078;3615;1206;14494;7160;13675;7120;9376;7390;9371;4858;7643;3935;9450;13683;9337;4354;1299;13197;9441;5403;20528;13562;632;20521;20534;3580;9449,41,0
4.6,-74.16,2269;10469;13784;9504;8499;10470;874;21646;3331;11846;4116;20733;10552,13,0
4.65,-74.07,18268;16642;20251;20503;7264;2007;6505;6149;2185;1227;7245;7254;7259;6493;20396;7814;9411;22171;13575;6784;12952;375;647,23,0
4.75,-74.12,2504;13164;8037;2487;3351;9913;21890;15633;3048;8032;17475;17844;14456;14450;2710;6805;14430;13963;15753;15893;13406;10650;4357;2547;15681;3008;2394;16507;3422;3736;15220;711;14454;16107;2544;14439;4371;14466;10092,39,0
4.72,-74.06,7500;7463;7268;3827;9021;11485;5295;2106;17443;14190;15297;3801;13397;3488;901;16581;21036;11701;3831;2015;14981;20564;19676;3432;16774;1323;3803;6573;18830;21357;3068;12046;3677;11402;3834;5312;20930,37,0
4.59,-74.16,9645;9553;17675;6862;8655;991;6437;9639;2235;12514;6365;13909;536;6434;9640;399;5518;4678;3627;4941;289;201;1418,23,0
4.61,-74.07,8544;15359;20471;10642;851;11043;20897;12875;20164;7629;8016;713;379,13,0
4.58,-74.07,6804;6514;9446;5479;13923;5236;7554;5326;9714;5313,10,0
4.63,-74.15,3841;3066;10717;18479;13445;12800;14013;11983;13545;5957;5977;4353;2860;12040;11921;11310,16,0
4.65,-74.15,7311;7331;16350;2966;18000;9663;7328;10714;6019,9,0
4.75,-74.05,13743;6024;7682;16317;19705;14780;13753;623;10749;10083;10098;17823;21670;4443;9680;6326;4364;6539;13362;3249;20914;20543;14452;1397;20551,25,0
4.68,-74.14,4255;7087;5503;12580;4087;3056;14436;5256;2780;15578;2180;7250;5582;13692;21404;6339;2009;13148;13939;4586,20,0
4.74,-74.02,7673;14058;18587;5033;21663,5,0
4.57,-74.21,9843;298;18309;7096;6103;15315;12717;11736;145;15403,10,0
4.68,-74.11,13902;3754;4107;20045;1297;3710;20410;4918;13926;14026;17185;19836,12,0
5.03,-73.98,19812;20878;1102,3,0
4.71,-74.07,949;15982;13787;6810;3103;458,6,0
5.01,-74.47,20582;21410;81;20068;20079;11062;20323;21389;20319,9,0
4.85,-74.26,19376;11032;15989;18800;18798,5,0
4.89,-74.03,18979,1,0
4.73,-74.02,6663;13310;11099;6156;17687;6628;14995;14998,8,0
4.86,-74.05,19280;20673;16131,3,0
4.49,-74.1,16148;1566;99;4784;9445;25;1569;10653;1571;749;3052;1563,12,0
4.74,-74.34,18249;2688,2,0
4.59,-74.1,18936;7461;7567;6681;6581;7652;7456;21979;6379;7706;16030;10384;6205;19831;6110;7334;7339;7672;7689;7330;20406;5891;7086;6385;2958;10383;10276;21747;10275;5082;6709;16724;14606,33,0
4.61,-74.11,14784;14299;1415;7412;7408;7099;7451;7442;2586;7433;10354;14448;21310;7985;7403;6058;13328;15555;1444;3363;1382;1980;14468;20776,24,0
4.73,-74.09,7503;13659;14792;7457;933;4508;14301;15629;6080;7700;7539;20576;7616;6983;15626;5571;4577;10135;6148;20560;20466;18330;3026;2845;3022;2940;10871;7465;4464;4461;5447;18506;15993;3371;15869;20423;5420;4760;3021;2960;1639;15922;20556;18769;12507;14413;16717;3854;15049;3724;19394,51,0
4.76,-74.05,6416;6644;6180;6162;18512;17078;20257;13377;14311,9,0
4.58,-74.16,9919;890;7847;9672;4132;19527;842;10153;873;736;9711;9935;365;4979;13961;1530;11531;12983;15643,19,0
4.56,-74.14,147;5651;4690;9967;337;390;13700;5037;294;13705;3184;14028;13925;404;6840;21413;13614;23;453;22270;12061;4714;10225;2622;370;9915;14018,27,0
4.75,-74.11,14198;19731;18935;3904;2589;3960;4089;16170;9022;14179;17863;7581;3065;13946;17860;17828;15884;595;19735;14194;15858;17754;10091;2892;6997;4341;13501;18881;17763;20514;14787;13095;14174;3343;2998;3963;17857;10393;3348;16924;3824;3835;3773;13162;3097;10394;2988,47,0
4.58,-74.09,9061;14316;19135;2304;5950;695;1622;12057;134;2105;14186;13352;13030;6006;16521,15,0
4.68,-74.15,18946;13571;5297;8669;13621;5558;20545;14088;10033;17808;9740;16788;5101;6619;7233;8542;12587;2196;5779;21496;13709;9739;8541;2194;13564;16387;18968;84;17124;2858;107,31,0
4.72,-74.04,6829;7443;20392;959;16750;7707;7760;5401;6530;17409;14367,11,0
4.62,-74.12,6298;12545;9729;7537;7527;5710;9707;538;4542;511;5889;6860;13026;1063;5953;9708;13067;4333;5153;16525;21629;14032;13083;474;7530;19539,26,0
4.72,-74.13,9474;4632;16265;1527;1201;4582;11896;11888;19986;4688;808;3049;19695;21035;11720;11695;12629;12070,18,0
4.56,-74.13,7763;6751;5928;3830;8445;326;11954;3470;2473;3473;4203;16303;16002;2085;3686;849;11394;14343;3682;5138;705;12236,22,0
4.75,-74.09,13169;763;15393;732;4055;12119;5317;799;4244;4029;4057;4038;12114;13865;12270;561;20693;17217,18,0
4.51,-74.1,5981;5805;1749;10371;7042;1914;10372;21781;13967,9,0
4.58,-74.23,16269;8316;6867;71;17150;323;8315,7,0
4.59,-74.07,19804;5253;5190;6601;7131;20829;501;6815;1015;1307;1458;6213;6812;2568;1145;18351,16,0
4.49,-74.11,1572;11780;16755;11777;19026;2061;1484;19295;1520;18007,10,0
4.55,-75.66,5517,1,0
4.47,-74.13,2534;6165,2,0
4.79,-74.34,20529;15950,2,0
4.67,-74.01,21015,1,0
4.65,-74.09,15426;7680;11658;8682;19354;18461;19365;7531;22129;2745,10,0
4.59,-74.19,6744;1994;8330;5863;2070;7108;356;12822;6582;1537;6832;8329;13102;18463;10511;10483;10321;112;5999;17258;6847;7651;1813;17833;14449;699;5254;19596;17120,29,0
4.62,-74.13,970;20500;2962;4477;19643;11115;4458;12174;21543;20082;19779;8387;19889;11140;12907;10783;175;3310;11148;12581;5771;10759;37;21302;4547,25,0
4.64,-74.18,250;443;16509;19491;4887;4193;6730;6739;21887;21245;6653;9228;19546;4190;2899,15,0
4.52,-74.11,5801;5797;2378;10058;17058,5,0
4.71,-74.2,6133;3741;14529;15048;3730;3735;19677;14810;3602;10501,10,0
6.2,-75.58,11412,1,0
4.76,-74.09,9502;21990;21985;4044;4047;19713;16484;4061;4082;15124,10,0
4.55,-74.41,21766,1,0
4.67,-74.16,650;7296,2,0
4.71,-74.08,20304,1,0
4.72,-74.23,16446;13333;16020;16456;1174;16782;16018;3917;701;19526;19670;16219;16445;16454;16448;1281;14385;20081,18,0
4.59,-74.18,18531;9749;20405;20414;13761;531;16953;14712;10652;8230;12125;16960;10377;9527;7067;6807;10378;13490;14596;1870;10038;2342;6182,23,0
4.55,-74.09,13317;7166;9557;2968;6841;6207;6191;14897;13703;5392;14802;5872;6616;6802;6795;11937;13301;3873;14617;3714;15118;2386;6973;18385;7964;6613;5793;6741;14814;5598;5897;826;5887;5035;11979;14132;12215;12234;12222;12464,40,0
4.74,-74.09,15465;19201;5820;3621;4294;4292;1822;6418;1686;139;10281;10425;872;10423;11957;5310;5666;17166;18421;5673;5937;18183;15676;13759;6467;17089;17765;5924;5111;2773;20606;10424;14971;14607;693;3108;22148,37,0
4.66,-74.07,6748;5791;6099;9405;7179;7213;19224;7625;15453;6406;21974;21121;1339;2687;9331;6331;20972;20520;21966;915;12725;12259;372;12925;2513;17596;5772;907;4435;5668;7642;6341;5804;9933;7168;7174;6816;585;9065;2973;11275;18362;20875;14564;11667;2563;11193;5119,48,0
4.68,-74.09,9753;13640;17103;6485;5300;636;14872;21843;7705;9748;5433;5303;6404;524;12812;5307;1419;9726;155;9747;8849;4774;8850;2576;75;19717;7215;467;8243;2062;11454;12244;21300;17012;12254;10757;929;11818,38,0
4.63,-74.14,19258;3671;4594;20567;16730;10167;1066;18944;2010;3372;5017,11,0
4.61,-74.2,422;1834;5767;1524;8593;6596;13656;319;8594;135;1065;3990;12530;3984;6720;17457;15921;10903;13593;910;6147;19906;2057;329;216;1356;1107;331;339;580;214;13737;1855;384;6584;914;304;18984;21927;20636;13605;14398;62;124;12762;6491;20660;15946;1621,49,0
4.52,-74.12,5408;12578;5757;6652;5314;5282;5909;5781;10360;10830;20720;14593;10359;11652;6438;2982;17480;704;5914;8890;5570;823;5792;1351;13653;5467;5913;5800;5210;5765;12999;6699;10831;12308;11822;8289;1876,37,0
4.62,-74.11,506;19235;2366;7392;7413;7990;7395;1071;811;12379;11573;12898;1759;14928;7660;6986;13008;7655;20510;7460;6993;10543;7472;19438;10544;17800;20622,27,0
4.63,-74.13,9862;15463;14613;6716;1999;4407;1588;9608;2278;14701;5020;10705,12,0
4.58,-74.18,15186;11895;3821;2147;2002;4700;5113;15645,8,0
4.67,-74.12,2320;5660;5653;20154;14994;16029;14562;18387;15007;13795;8741;7793;13157;15036;1757;13165;15201;14563;12141,19,0
4.72,-74.03,7322;7318;22305;21957;21958;816;6521;6969;7647;7669;21799,11,0
4.72,-73.97,19318;19314;21682;21075;14954;21065;13767;658;21059,9,0
5.04,-73.99,21154,1,0
4.64,-74.05,21442,1,0
4.63,-74.1,9428,1,0
4.88,-73.94,21030,1,0
4.82,-74.36,13496;20601;6260;20602,4,0
4.67,-74.04,4626,1,0
4.56,-74.21,4136;7295;14868;1030,4,0
4.68,-74.06,6848;13440;15541;15608;906;17202;13446;6898;13401;17068;13443;20856;4200;16745;4092;11096;716,17,0
4.74,-74.35,18257,1,0
5,-74.47,21768;20610,2,0
4.96,-73.93,2012,1,0
4.57,-74.07,6009;6526;1789,3,0
4.75,-74.03,17423;5040,2,0
4.73,-74.18,11729,1,0
4.63,-74.17,15631;13662;16342;5902;8840;9159;4439;13666;4659;16348;392;5918;9633;273;18674;120;16336;5567;421;125;3136;3680;11792;18688;16078;12630;10623;14729;12738;11891;15218;4028;4128;16196;16023;8279;426;602;2838;8733;4254;397;2848;19234;15179;8839;5061;12929;492;927;16711;16719;15571;12338;10353;4217;65;4225;5404;18382;20086;18393;18443,63,0
4.56,-74.15,9973;13343;7905;9974;114;1857;14796;1521;299;13305;4015;675;4705;4470;168;5982;6217;10989;16821;5005;9907;9798;454;13322;6818;1683;13017;8665;7595;4881;10697;7904,32,0
4.67,-74.15,8379;2187;871;718;13277;2190;7570;14294;21352;20568;7453;17784;2451;7410;11910;604;14081;10234;14079;17126;10233;5489;127;4460;7271;9665;4484;4699;6093;521;7246;15334;10499;18676;10139;12329;11229,37,0
4.63,-74.18,322;5309;14927;18647;6782;7448;5329;4559;9227;17206;15254;10041;13857;13611;347;4112;4493;6792;6533;7864;6634;7865;14374;437;7756;15187;8647;4490;2739;7294;5084;3402;16249;22286;13712;16793;1785;16068;4495;2287;15765;10042,42,0
4.71,-74.02,18237;2889,2,0
4.73,-74.13,5876,1,0
4.61,-74.09,18226;18047;7367;3947;5434;18706;644;3275;2545;16937;12281;13884;11226;1750;21005;14080;18308;20609;8686;7345;19254;1643;2453;115;848;18565,26,0
4.62,-74.14,9939;5935;5923;5323;6347;3926;332;20759;7034;6576;2987;3167;3040;3987;3642,15,0
4.76,-74.04,2322;12885;9355;4084;674;21635;7394;10006;7258;7316;21381;7252;7287;7391;10576;10507;10005;12665,18,0
4.57,-74.18,5493;15495;6913;7634;1474;6375;5465;16362;457;987;10253;5422;5566;7136;5397;10263;5610;7910;14517;10264;10254;5603,22,0
4.85,-74.27,19050;16007;659;18975;18683;21610;21950,7,0
4.71,-74.14,15108;11698;100;21085;14313;14325;1372;15129;15123;3078;20666;13942;13937;11357;3375;3089;3354;7663;15457;4131;14310;18673;3081;14469;3223;6535;14619;16428;14462;11060;13928;1237;3102;3444;13178;13182,36,0
4.69,-74.06,20842;13450;13547;17174;20089;975;16505;8157;16129;559;20588;17247;16079;20363;7405;13543;20814;17170;18415;6482;8158;16080,22,0
4.7,-74.21,15262;14410,2,0
4.99,-73.87,19392;20468,2,0
4.67,-74.02,804;16814;14184;786;4343;2384;14962;15079,8,0
4.65,-74.14,6798;10835;16272;16271;224;4501;9135;2478;12196;4030;22167;734;8242;19222;18865;2270;16242;11604;7341;496;6159;385;1682;15364;2046;4135;10720;12799;1279,29,0
4.76,-74.1,4486;4322;19768;3392;16627;9341;486;14740;4389;19998;13952;18012;13086;19874,14,0
4.54,-74.13,16708,1,0
4.67,-74.09,2192;611;21271;14543;20125,5,0
4.56,-74.19,7585;838;15462;15467,4,0
4.52,-74.24,4276,1,0
4.5,-74.26,17551;540,2,0
5.01,-73.87,2354,1,0
4.75,-74.1,16347;16262;850;18805;8516;6503;8060;14440;564;1218;11649;13671;4077;8061;12955;8261;4488;16254;19873;12019;13927;2819;21733,23,0
4.65,-74.18,8046;1723;5869;13323;2732;14528;15314;295;335;2323;291;18121,12,0
4.61,-74.15,4529;19729;251;20426;4080;14406;3490;13398;15667;752;1057;855,12,0
4.68,-74.1,16232;13278;6721;16013;6723;88;12936;1807;20896;22161;10168;12398;15610;10808;698;13287;2055;18996;15992;14317;652;9523;6777;1644;14957;2954;21320;16765;12332;19594;18992,31,0
4.57,-74.13,18504;7122;15350;11415;5140;815;16211;3485;19617;14975;12023;776;13307;5990;19551;18999;3942;18777;11629;15037;18770;10651,22,0
4.66,-74.06,17402;17400;15341;7786;4365;6153;16798;7526;18828;7381;11467;5259;14985;1079;2746;10702;6996;7583;7766;4261;14199;6322;6329;8488;7377;7153;8889;6614;5994;6092;16741;5427;5189;19916,34,0
4.49,-74.26,593;11659,2,0
4.6,-74.12,16872;712;1848;8604;166;6078;170;5697;6101;7710;4115;16375;11397;12095;10505;3789;13360;13677;150;9059;5945;10570;7573;20828;18972;15745;16966;15959,28,0
4.54,-74.14,13355;6408;5894;12101;694;3456;500;6308;12107;10047;16105;1533;21647;794;13180;5391;6240;6413;483;19145;5940;1284;1213;12438;5905;10048;10407;20940,28,0
4.7,-74.04,7238;6462;6160;6776;20338;17680;11344;21588;20523;7127;539;15165;20208;20246;12851;13534;2894;1627;5453,19,0
4.54,-74.17,2426;11885;16266;13747;590;19306,6,0
4.62,-74.21,4494;1879;18164;16598;16608;16705;6895;229;7623;15857;2868;1505;123;1780,14,0
4.57,-74.14,10095;91;14614;10096;10107;17420;20397;14707;14702;542;10708;10108,12,0
4.74,-74.25,15064,1,0
4.53,-74.15,19257;607;1113;14842;2169;22297;13038;15096;12623,9,0
4.66,-74.05,5591;19316;17994;305;5351;6307;2315;21306;14600;13309;9742,11,0
4.57,-74.23,13741;4469;4351;2058;14629;49;2657;141;92;12000;8326;330;1963;1443;13535,15,0
4.64,-74.06,4890;21463;8500;3477;3472;662;16193;6978;18263;21447;19953;1734;5744;16607;4566;5154;10322;16528,18,0
4.94,-73.96,18532,1,0
5,-74.34,19714;17548;17533;17524;17566,5,0
4.7,-74.09,1277;5972;612;11363;14594;6629;20507;5019;1275;9921;12032,11,0
4.7,-74.05,17788;21725;14589;2101;7469;14069;20631;8295;12421;19268;14318;17780;22184;12144;21784;3594,16,0
4.93,-74.02,4570,1,0
4.84,-74.08,2524;2537,2,0
4.64,-74.09,5336;18608,2,0
4.57,-74.1,459;7253;2336;9667;9370;6342;12123;12288;9361;15320;13702;3918;5838;5417;15991;17581;13754;5988;3809;12704;14660;12110;13554;12092,24,0
4.58,-74.08,19794;15309;6732;17760;3411;5553;553;17132;5572;7104;12991;5631;17389;8455;22029;8559;181;5563;4619;15548;7093;610,22,0
4.68,-74.17,7286;5145;7282;13878,4,0
4.98,-74.31,19459,1,0
5.02,-73.99,18820;20862;1101;769;19893,5,0
4.8,-74.34,15694,1,0
4.72,-74.08,3476;14895;12902;2604,4,0
4.74,-74.28,771;18022,2,0
4.92,-74.02,17636;2515;19352;2289;16224;21776;21982;16203;1790,9,0
4.6,-74.18,14809;13686;13691;17041;9517;22058;87;11869;12510;202;21796;4768;10007;21544;4008;15083,16,0
4.74,-74.04,7509;7514;16267;20432;16654;6441;10556;14113;6226;7467;10555;527;13436;6218;7452;6432;6851;6623;6054;16256;18708;13410;20583;13368;6885;12674;14006;17887;17816;21727;16418;19536;19218,33,0
4.61,-74.14,16153;16320;2390;2985;3322;3665;2810;3230;18167;3134;8960;13576;3110;3034;9728;3186;13797;18034;247;9727;14277;7348;6718;13342;3318;13203;2997;18343;3175,29,0
4.62,-74.2,19214;11473;11881;12986;17417;18264;4855;11498;1525;13281;657;1543;8126;1837;38;20188;1009;8340;4863;1034;197;17293;20403;15490;875;8;17758;4114;13460;6664;19641;11502;10569;14470;158;544;4609;828,38,0
4.56,-74.08,7217;21202;20627;14287;1392;5656,6,0
4.55,-74.15,18262;8269;5865;11244;11816;12094;6169;10205;4777;10182;476;12896;3950;5790;10008;10206;14446;442;5834;947;13332;8571;3295;5826;14586;1310;10187;3946;17;15763,30,0
4.55,-74.11,6597;15366;6602;629;9272;9271;9259;13361;310;5146;4281;15013;11911;8129;11840;16014;6589;6423;12512;5922;3748;9267;11864;6606;15773;17191;1818,27,0
4.69,-74.16,2300;15363;5316;5133;3855;11188;12159;2111;22079;2462;14509;4585,12,0
4.59,-74.13,19803;7666;5763;4764;4990;853;7730;5372;17921;7559;4703;779;4483,13,0
4.56,-74.24,95;5342;5480;349;353;108;351;830;972,9,0
4.62,-74.1,789;15023;14284;13745;15086;7304,6,0
4.55,-74.08,19163;1144;16502;10973;20310;11978;709,7,0
4.71,-74.13,2719;2971;3015;4717;93;2744;696;3144;16377;20537;14636;13295;768;11836;3913;9925;10676;18142;7703;6292;2718;498;7613;7686;6800;3417;3038;3139;1369;2833;22139;20969;17840;14451;10628,35,0
4.59,-74.2,9724;16449;6756;5642;9249;8297;94;8357;386;7596;1677;4596;10481;1635;16686;13885;1343;21255;8287;9723;6660;8358;7385;223;9250;9887;10067;1049;10482;11558;7332;6734;360;8276;17199,35,0
4.86,-74.07,17383,1,0
4.63,-74.09,7742;5445;17624;7588;8703;12054;7657;21996;4851;7358,10,0
4.54,-74.12,7751;13115;2025;15935;17667;6737;14615;13488;4998;15223,10,0
4.6,-74.09,12903;5367;7619;14561;14055;20711;7491;7349;14520;1555;10539;14508;12892;111;7575;21696,16,0
4.69,-74.03,5219;7201;14560,3,0
4.93,-74.17,18702;19208;20065;16791;1289;17207;18700;20064;19286;22281;20076,11,0
4.91,-74.1,21156;20407;20415;20422,4,0
4.69,-74.17,1607;7979;13441;5006;7878;13613;13560;19442;7197;7205;7210;2064;22065;13448;13387;2054;1485,17,0
4.7,-74.07,16167;13783;20652;13763;20330;20329;20290;13776,8,0
4.71,-74.04,15296;16300,2,0
4.99,-73.88,21949,1,0
4.68,-74.04,6327;11907;12570;4969;5659;7039;21100;2637;21699;3648,10,0
4.67,-74.14,8321;5440;15699;11946;5171;236;20915;20530;1215;4558;8007;12863;4569;6138;1175;4404;5844;18661;7244;8717;10500;21586;11508;20923,24,0
4.91,-74.42,20949,1,0
4.7,-74.12,1162;2854;16322;2509;2321;8876;15885;1342;15581;5369;9239;4006;2762;8553;13215;3701;640;1333;14020;14373;2768;121;14027;3750,24,0
4.5,-74.12,11841;2514;7510;19320;1480;11171;1824;11154;6886;10716,10,0
4.6,-74.14,3005;3989;13588;6665;22214;10600;3000;2449;1778;3030;3366;12625;7100;300;6791;2432;14453;4271;2779;20508;2758;4752;3153;10599,24,0
4.53,-74.14,5331,1,0
4.96,-73.94,19360,1,0
4.53,-74.24,342,1,0
4.73,-74.07,20768,1,0
4.82,-74.35,15797,1,0
4.71,-74.24,21931,1,0
5.02,-73.97,3777,1,0
5.04,-73.96,21755,1,0
4.87,-74.07,21043,1,0
4.69,-74.1,19098;9269;9283;19267;8778;8777;5413;5964;9273;9293;4134;5932;6869;3433;13781;9507;13357;9393;10369;10370;683;10459;3001;9270;9261;9360;9262;9359;9365;17964;5407;14841;3383;7274;1641;7534;13456;13106;9366;10460;13472;19040;14618;14626;11345;9413;11150;14364;1940,49,0
4.63,-74.06,15899;20635;16634;16633;7600;5199,6,0
4.71,-74.1,6458;6281;4078;9725;8788;9661;13300;9985;5155;6097;4248;9986;15990;6685;5092;5058;8787;14378;18084;858;13881;722;6230;14368;5244;9641;6175;6072;17574;14929;20841;1251;8101;9824;5261;605;4275;1554;18457;19683;21653;19843;4567;5148;4079;10443;10444;2420,48,0
4.64,-74.13,6003;10350;13590,3,0
4.59,-74.22,11501;17663;407;1605;497;4227;436;11104;11972;5704;6450;11100;1604;1317;183,15,0
4.65,-74.12,10349;14489;22285;19833;16179;18356,6,0
4.6,-74.2,9874;15356;9305;391;394;9885;11791;10685;893;5906;8275;8719;9867;13100;4308;4575;239;401;2407;333;9868;9873;402;90;1618;17210;12433;364,28,0
4.58,-74.12,8707;8175;976;13749;195;6673;472;2635;4965;4984;6158;12315;8173;11613;20049;11733;12793;4966;627;4242;18687;148;934;5414;8708;242;8174;6405;12954;14993;14417;5843;7370;11713;18839,35,0
4.67,-74.05,6696;13123;7501;4065;16712;18434;3035;5602;7044;12899;5241,11,0
4.7,-74.08,18241;19737;13751;2983;14611;20961;19370;14604;1236;20881;15941;14616;1043,13,0
4.75,-74.08,9257;13752;1283;4528;19757;4290;21960,7,0
4.98,-74.29,17387;17463;19231;17397,4,0
4.82,-75.73,6633,1,0
4.76,-74.06,19371,1,0
4.71,-74.06,19922;8430;16482;13758;15724;14515;3884;3881;3844;3894;3970;16299;1083;3891;8429;2977;14747;3774,18,0
4.66,-74.1,20007;7529,2,0
4.58,-74.19,473;8431;10293;10294;5555;8432;4267;14935;15621;4355;5443;1862;367;18027;46;12026;12,17,0
4.68,-74.05,1680;16483;9673;7484;9216;9321;6905;11685;21028;21713;6198;12404;3563;6157;15351;9676;8906;7608;18133;16426;12363;1568;10351;12426;12628;11973;4639;7675;10471,29,0
4.61,-74.21,42;387;13186;18691;18399;13687;410;6122;6578;52;19460;1873;1888;1685;957;2507,16,0
4.87,-74.04,3883,1,0
4.87,-74.05,3461;16152;3267,3,0
4.96,-74.29,17491,1,0
4.45,-74.14,835,1,0
4.86,-74.14,19553,1,0
