LATITUDE,LONGITUDE,ID,TOTAL_DELIVERIES,KG_DEMAND
4.7163676,-74.0657119,16792,8,135
4.6329492,-74.1854012,246,2,596
4.7399526,-74.0386143,20432,3,250
4.7382392,-74.1014048,9927,12,237
4.7197596,-74.1211850,173,89,507
4.6377509,-74.1821286,24741,14,118
4.7594595,-74.0151933,3315,63,518
4.7062367,-74.1189956,3135,101,187
4.5465088,-74.1386242,14056,83,95
4.5477879,-74.1090075,11864,3,3
4.6018496,-74.1375674,3005,19,1738
4.7293917,-74.0925315,5447,119,419
4.6991188,-74.0288407,24743,65,25
4.5798430,-74.1257376,11611,45,77
4.5339949,-74.0859225,616,45,297
4.6859238,-74.0369914,678,4,126
4.7137972,-74.1425302,1372,481,967
4.6025583,-74.1834668,12510,224,64
4.6039631,-74.0722727,26494,24,99
4.6683439,-74.0755460,8807,7,113
4.5295153,-74.0924107,13581,90,355
4.7375764,-74.0293067,6124,30,245
4.6398557,-74.0755035,20527,8,47
4.9597343,-74.4325072,22692,24,458
4.6276895,-74.1982268,7842,164,605
4.6155675,-74.1618232,4677,24,447
4.6102857,-74.2227393,18917,25,165
4.6035540,-74.0811540,6164,251,55
-2.8918409,-69.7419233,321,71,715
4.5376146,-74.1145337,5919,100,112
4.4701568,-74.1261167,6165,26,702
4.6857630,-74.0364194,16918,18,75
4.7108872,-74.1359649,11357,47,59
4.6522089,-74.1595967,22626,74,765
4.7374987,-74.0943307,15676,68,119
4.5771658,-74.2103405,427,140,463
4.8378379,-74.0604402,26578,10,219
4.6888220,-74.0512481,19788,28,64
4.7007398,-74.1272855,3006,25,510
4.5676022,-74.1686036,12688,65,301
4.8107670,-74.3572533,22093,19,414
4.5733331,-74.0919825,13076,117,71
4.5649813,-74.1017705,5455,24,270
4.5666424,-74.1020541,22617,35,65
4.5736853,-74.0998419,459,1,215
4.5674130,-74.2304600,17952,13,133
5.0254005,-74.0004787,19968,22,129
4.8073082,-74.3513436,15686,3,192
4.5412114,-74.1550779,6967,18,167
4.5074641,-74.1122048,10779,42,548
4.7342444,-74.1024332,7826,13,28
4.6290881,-74.0782483,9962,82,892
4.5639389,-74.1288122,326,134,559
4.6503974,-74.0679878,647,15,372
4.7105837,-74.0329046,23272,24,69
4.6695228,-74.0665889,9783,305,302
4.4870597,-74.1009096,1571,3,711
4.7046464,-74.1120258,3739,4,129
4.6161288,-74.1675516,430,45,263
4.6370450,-74.1386290,20909,59,114
4.5904248,-74.1042519,6681,6,5763
5.0253814,-73.9831366,19812,12,313
4.7128278,-74.1190515,2008,53,196
4.6975338,-74.1032570,11708,32,790
4.6376721,-74.0773039,26064,19,141
4.7337009,-74.2620789,624,6,1462
4.5604626,-74.2415443,351,112,666
4.6100882,-74.1893836,324,35,228
-2.8918409,-69.7419233,408,123,680
4.7096555,-74.0565798,15724,29,401
4.5843772,-74.2197495,2335,131,302
4.6915196,-74.1511435,2148,75,257
4.5141866,-74.1146431,4195,10,152
4.7196851,-74.2255902,701,28,431
4.7173830,-74.1248420,7466,1,306
4.6729860,-74.1461417,521,113,562
4.5441127,-74.1103506,5908,74,378
4.9299566,-74.1724378,17207,39,568
4.7420990,-74.0369559,6885,30,335
4.6960231,-74.0997109,5622,34,38
4.5695409,-74.1692082,13409,27,32
4.6105352,-74.1485713,251,109,801
4.6066918,-74.1809138,314,67,101
4.9272363,-74.1740609,27527,40,130
4.6813250,-74.0498081,21028,56,15
4.6284867,-74.1691629,16023,41,237
4.6863131,-74.0813239,11050,225,446
4.6127832,-74.1827722,5617,47,517
4.7386194,-74.0760231,2491,102,227
-2.8918409,-69.7419233,254,188,491
4.6216371,-74.1928146,24754,24,90
4.6275972,-74.1794504,322,327,747
4.7374130,-74.2764291,771,58,414
4.5532530,-74.0907819,3873,77,242
4.5801198,-74.1052692,6079,93,423
4.6667958,-74.1462906,14294,40,16
4.5982238,-74.1998845,300,177,406
4.5877921,-74.1635281,3627,177,114
4.5896039,-74.1744270,5716,297,344
4.9144140,-74.0970688,20415,31,25
4.6314627,-74.2042234,444,45,512
4.5947151,-74.1980798,27370,6,2
4.7153081,-74.1252462,808,16,538
4.5701995,-74.1652120,10111,6,11
4.6540832,-74.1376040,7341,1,500
4.5446716,-74.0834043,3763,136,592
4.6714202,-74.0692493,9375,159,39
4.5730456,-74.1664175,17214,70,280
4.5506336,-74.1596767,582,2,512
4.5663912,-74.0993188,2336,186,379
4.5944408,-74.1778848,8229,80,670
4.5028397,-74.1155489,11171,431,362
4.7028717,-74.2160277,25831,67,5
4.6191467,-74.1718303,8631,348,214
4.6126861,-74.1692131,279,73,290
4.7556121,-74.0924415,4082,2,938
4.6682512,-74.0793733,2066,3,18
4.7526176,-74.1174414,26478,135,59
4.7124528,-74.0585400,3891,5,1065
4.6405816,-74.1385607,25534,31,115
4.5754815,-74.2439979,177,107,237
4.6573048,-74.0678087,9933,67,602
4.5725815,-74.0761904,24052,20,667
4.8525086,-74.2652926,659,131,427
4.9537119,-73.9477384,24787,144,25
5.0632190,-73.9772107,24804,10,6
4.5802292,-74.1926787,473,20,359
4.7433115,-74.1163347,6806,3,1676
4.5483569,-74.1096672,629,78,387
4.5457110,-74.1681952,590,30,358
4.5651006,-74.1549023,7126,2,16
4.5754691,-74.4435921,24853,1,28
4.5634354,-74.1315666,14343,148,535
4.5683857,-74.2439607,9205,215,607
4.6919011,-74.1011450,9365,3,3
4.6387766,-74.1727578,4894,25,136
4.7099221,-74.1429277,6535,1,1
4.7568300,-74.0852640,4061,36,243
4.6848906,-74.1043654,652,39,102
4.6113016,-74.0803134,10191,8,290
4.6209237,-74.1560156,13558,8,183
4.6977492,-74.1681432,2111,128,579
4.7252559,-74.0564884,12386,4,18
4.7639387,-74.0327869,1887,19,150
4.6612236,-74.0648792,14199,53,441
4.6789809,-74.0877595,155,138,1138
4.5372936,-74.1441363,12101,109,592
4.6028499,-74.1930944,14096,89,897
4.5735631,-74.1727597,6359,200,280
4.5806536,-74.1271527,26976,69,78
4.4884979,-74.1018996,10653,17,50
4.5474870,-74.1473140,476,160,287
4.6731610,-74.1463973,20568,93,5
4.5951450,-74.1893974,282,39,303
-2.8918409,-69.7419233,371,160,407
4.6250036,-74.1687746,18393,4,99
4.6031779,-74.1325692,16415,9,885
4.5669675,-74.1466144,374,30,423
4.5834568,-74.2097697,1849,98,72
4.7142083,-74.0551584,1083,12,117
4.6501224,-74.1697358,2721,37,452
4.5791449,-74.0815742,610,35,425
4.5711256,-74.2173996,14894,148,131
4.6617489,-74.1375889,22369,28,98
4.5846367,-74.2114674,167,75,192
4.5787821,-74.1143247,14183,6,54
4.6031687,-74.1260376,522,16,525
4.6607220,-74.0631068,14985,3,1000
4.5712315,-74.1244489,15310,125,93
4.7149676,-74.0552071,3881,21,115
4.5920033,-74.1972518,24750,3,250
4.5645186,-74.1905430,838,7,466
4.9896259,-73.8752680,21949,16,52
4.7082655,-74.1403871,16428,49,583
4.5395413,-74.0914192,6181,120,358
4.5757672,-74.1551116,736,25,318
4.7225790,-74.0524460,20331,4,140
4.6021780,-74.1969561,391,7,200
4.5813400,-74.0959965,775,49,351
4.6520253,-74.0825396,7506,7,3
4.5910478,-74.1404117,18168,49,167
4.7125450,-74.0590310,3484,7,54
4.5799003,-74.0996729,18253,5,121
4.5487099,-74.1617196,729,150,312
4.6418584,-74.1747921,7016,8,35
4.6979680,-74.0698973,16167,19,51
4.7071043,-74.1318833,696,18,622
4.3315041,-74.3956156,23273,13,760
4.5878698,-74.1812432,16960,26,79
4.6605516,-74.0663243,26439,3,3833
4.5543976,-74.1371969,4720,90,155
4.5342963,-74.1106830,13710,1,8
4.5788356,-74.2011744,13002,26,147
4.6186093,-74.0714030,8002,63,320
4.5561725,-74.0956153,6367,287,341
4.7469938,-74.1148553,10091,50,54
4.6961183,-74.1115337,19473,46,137
4.6099374,-74.1973884,304,57,1056
4.7088075,-74.1308152,14636,129,187
4.6113345,-74.0952882,12136,12,128
4.5777706,-74.2302896,16269,15,88
4.7142044,-74.2309631,23875,99,32
4.3257799,-74.4034233,24973,20,72
4.6249309,-74.1888581,15265,19,32
4.7424557,-74.1101239,2724,35,1023
4.5984786,-74.1811366,13691,96,79
4.5818612,-74.0769552,4619,6,84
4.6824355,-74.0682003,18239,298,100
4.6691874,-74.0858461,23825,3,2
-2.8918409,-69.7419233,415,15,336
4.5717438,-74.2103817,298,317,598
4.3400653,-74.3656112,4165,21,12
4.9201277,-74.0335199,1517,88,239
4.6371321,-74.1017463,24072,14,40
4.5834522,-74.4378552,26841,134,137
4.6572323,-74.0672385,6406,1,2750
4.7399887,-74.0390426,7452,112,208
4.7440854,-74.0635197,18852,131,135
4.7136043,-74.2148552,3684,14,697
4.7438543,-74.1147212,23109,4,127
4.7135803,-74.2206036,859,52,419
4.7015001,-74.1237246,14020,13,1509
4.6642853,-74.0580156,10203,140,337
4.6402079,-74.1595753,503,18,4662
4.6923776,-74.0491264,23074,29,26
4.6037644,-74.1729151,10684,28,517
4.5107975,-74.1002686,5981,20,622
4.6397213,-74.1939191,6958,41,444
4.5449364,-74.1113490,6611,9,407
4.6376366,-74.1740044,922,47,1016
4.5992803,-74.0786343,833,299,235
4.7158678,-73.9669281,658,68,536
4.6219205,-74.2056474,16598,1,250
5.0307279,-74.0003532,19038,16,1
4.5549503,-74.1150659,3804,65,35
4.6274849,-74.1167880,292,449,216
4.6837535,-74.0506333,12363,24,500
4.6040690,-74.0824202,21822,199,19
4.7505570,-74.0634842,9513,86,198
4.7437548,-74.0441272,13368,78,368
4.5851612,-74.1336366,853,496,367
4.5761432,-74.2385192,2112,13,201
4.7080420,-74.1261141,10676,29,245
4.6317410,-74.1786272,437,85,570
4.8530395,-74.0607199,22490,35,165
4.6994328,-74.0722482,20329,58,813
4.7294669,-74.0924191,10135,348,319
4.7549910,-74.0900633,13865,10,510
4.5972853,-74.1184004,20828,82,368
4.6918821,-74.1077164,9425,2,1222
4.6550674,-74.0619697,1079,2,440
4.4984800,-74.1112943,1632,587,602
4.6377814,-74.1989321,13088,49,182
4.5621257,-74.1422591,337,92,671
4.5102618,-74.1160407,1843,11,316
4.5472378,-74.1610729,6388,70,339
4.3269008,-74.4033868,23444,34,6
4.5623755,-74.1032002,15391,32,1086
4.5723903,-74.2225848,317,170,607
4.6407891,-74.1528987,726,10,148
4.7390241,-74.0843872,25031,32,361
4.7393355,-74.0297087,686,175,432
4.7086544,-74.1260267,2719,18,1243
4.6938865,-74.1035149,11150,135,211
4.5765978,-74.1533405,130,15,825
4.5802577,-74.2157668,388,158,299
4.7423640,-74.1118817,13176,175,180
4.7072893,-74.2303460,766,198,144
4.6291699,-74.1836805,347,9,341
4.8078131,-74.1013155,761,25,968
4.6423468,-74.1709199,320,14,1215
4.6486946,-74.1211972,22285,73,23
4.8590387,-74.0574559,16137,92,273
4.6290809,-74.1876258,21604,39,300
4.7665823,-74.0477614,21384,147,587
4.5504618,-74.1398541,508,21,31
4.6235301,-74.1975929,544,43,459
4.6326564,-74.1552424,4279,10,556
4.6486480,-74.0845107,24562,16,104
4.7484652,-74.0505442,623,159,230
4.6508642,-74.0825397,9799,72,283
4.6152320,-74.1766559,4652,59,122
4.9124362,-74.0977519,20422,2,1
4.6671837,-74.0642653,9335,92,403
4.5741753,-74.2413026,11852,96,385
4.6387827,-74.1610177,2365,92,589
4.7080019,-74.1145992,15685,34,280
4.6602917,-74.1334458,21208,12,149
4.7163627,-73.9682520,21682,70,23
4.6167632,-74.1892782,336,216,314
4.6490761,-74.1764613,295,96,611
5.0258379,-74.0039805,20005,86,79
-2.8918409,-69.7419233,445,46,659
4.9055247,-73.9431894,24191,3,493
4.6510232,-74.1405890,734,22,893
4.5467703,-74.1613240,5675,2,118
4.6932223,-74.0535193,944,6,438
4.6157281,-74.0811445,2331,205,129
4.6197726,-74.1270676,21302,27,727
4.6429051,-74.1715048,5188,16,93
4.5712925,-74.1517005,249,152,328
4.5503166,-74.0864233,6191,29,35
4.6050899,-74.1281104,257,19,151
4.5470944,-74.1011632,1428,9,35
4.6341474,-74.0661612,3945,15,699
1.2249506,-77.2910916,724,49,173
4.6266380,-74.1640205,16956,15,313
4.7193991,-74.1304626,19986,11,367
4.6524383,-74.0791969,10775,28,389
4.5608236,-74.1269158,2085,6,920
4.5895782,-74.1037501,7689,4,121
4.6987605,-74.0366909,5453,6,228
4.6199814,-74.2074095,1505,648,268
4.8531437,-74.2621306,16000,65,424
4.5825824,-74.2121002,723,12,2
4.6123435,-74.1867384,4525,12,419
4.5848238,-74.1682790,14136,1,56
4.7287706,-74.0913791,20560,14,23
4.7209892,-74.0463572,7732,3,4
4.6057256,-74.1197491,1023,18,304
4.6025969,-74.1984649,1618,42,413
4.7123632,-74.2190784,16015,17,32
4.7083443,-74.1296919,3038,36,56
4.5871399,-74.1924432,6832,12,206
4.6654750,-74.1199958,20154,7,1
4.7241746,-74.1250568,19695,5,29
4.6009986,-74.0942138,14055,7,15
4.5754429,-74.2445004,309,49,427
4.7074762,-74.1338277,3015,6,23
4.6405313,-74.0780386,22724,35,494
4.6148329,-74.1982462,1524,295,444
4.6304072,-74.0900424,26576,17,78
4.5584054,-74.0948862,6417,21,164
4.6313712,-74.1072748,13941,63,174
4.5647135,-74.1425930,294,350,183
4.6189135,-74.0967227,15086,90,317
4.7023776,-74.2111574,18235,1,150
4.6900110,-74.0983770,9359,95,175
-2.8918409,-69.7419233,341,31,1096
4.6000645,-74.1292155,16168,242,799
4.5912315,-74.2196980,25944,8,38
4.6729602,-74.1457658,127,34,99
4.5887316,-74.1143814,646,17,837
4.6827897,-74.0922191,5433,27,406
4.7406934,-74.1059730,13018,16,17
4.5874662,-74.0828121,12979,149,449
4.6171193,-74.1885482,535,85,129
4.5143341,-74.1167083,10061,720,108
4.6632044,-74.0753419,6109,99,356
4.6222321,-74.1549219,487,59,292
4.6726718,-74.1367266,15699,32,644
4.7540424,-74.0704854,13871,24,341
4.6021593,-74.0969206,14534,26,963
4.6840801,-74.1008647,698,61,385
4.7322087,-74.0873798,3022,38,231
4.6044671,-74.1216424,166,81,581
4.6081314,-74.1160627,7824,86,476
4.7159021,-74.0559838,3677,91,461
4.5551305,-74.1474718,13305,23,48
4.6939025,-74.0780069,26628,49,741
4.5060602,-74.1002891,25109,48,4
4.5913457,-74.1061031,628,237,560
4.5918350,-74.1721594,533,38,681
4.6080607,-74.2076100,387,73,541
4.5548154,-74.1372803,5421,15,53
4.5605726,-74.0976726,13159,83,83
4.4963344,-74.1135627,11798,90,30
4.6039406,-74.1522828,13678,186,84
4.7506630,-74.0474497,20543,14,125
4.6271041,-74.1504403,13545,6,1192
4.8594837,-74.0552836,24192,319,3
4.8510116,-74.0630010,3715,304,554
4.6108092,-74.1447436,3134,217,564
4.7416935,-74.0355319,527,377,170
4.5934802,-74.0989984,21747,44,90
4.6222797,-74.0765750,21207,9,40
4.5398277,-74.1384655,10048,72,493
4.6080938,-74.1686190,171,21,514
4.5977186,-74.1225682,712,52,551
4.5751352,-74.1502647,21346,146,47
4.7103389,-74.1115598,680,91,180
4.5797691,-74.4446561,24456,1,400
4.9051476,-73.9425634,20418,203,180
4.6109969,-74.1791574,2640,115,330
4.6317768,-74.1716054,2848,341,256
4.6744542,-74.1474025,604,57,190
4.6601255,-74.1086519,21439,32,39
4.7402709,-74.0849964,8163,18,3
4.6742751,-74.0835124,2071,1,1139
4.6193226,-74.0792578,27283,3,54
4.6777007,-74.0531683,25289,28,13
4.5322156,-74.0863866,5460,94,145
4.6319337,-74.1663379,7428,3,4
4.7566072,-74.0964267,24789,128,10
4.7336873,-74.0921515,6983,55,135
4.6362150,-74.0966159,7572,45,127
4.6488969,-74.1756701,2732,342,276
4.6827816,-74.0867692,524,18,319
4.6980800,-74.1060214,4605,164,377
4.6841728,-74.1420980,6339,1,50
4.6238334,-74.2115108,15857,25,288
5.0274951,-73.9956235,1405,31,519
4.7407160,-74.0435753,7509,33,306
4.5987024,-74.1288365,248,98,432
4.6130152,-74.1764053,796,7,458
4.7318376,-74.0913608,24088,11,1417
4.6230048,-74.0724960,22112,30,186
4.5587464,-74.1366889,13925,38,253
-2.8918409,-69.7419233,428,22,1158
4.5659689,-74.1335156,815,69,21
4.5727726,-74.1683838,16010,51,568
4.5671501,-74.1293122,25163,1,140
4.7392861,-74.0841804,13577,21,568
4.6087781,-74.1964020,20157,23,2447
4.8067626,-74.1002193,3650,37,314
4.5460922,-74.1115030,310,55,109
4.6489977,-74.1144475,20834,2,300
4.9620848,-73.9174818,23577,3,595
4.6081345,-74.2008404,20660,63,91
4.7458221,-74.0575450,9477,22,136
4.5769784,-74.2159131,376,50,263
4.5500943,-74.0866676,13301,72,440
4.6105219,-74.1485640,752,26,418
4.6379491,-74.0748469,13181,11,119
4.6824154,-74.0567617,906,15,33
4.6382827,-74.1661026,290,78,386
4.6786930,-74.0982596,16013,44,40
4.5517971,-74.0988476,21814,12,805
4.5680387,-74.2205987,435,13,184
4.5410905,-74.1183720,25917,10,18
4.3278698,-74.3659874,23137,23,79
4.5814822,-74.1887410,367,74,244
4.6696340,-74.0664823,9397,2,200
4.7181583,-74.2122984,685,26,84
4.6727174,-74.1454807,718,35,136
4.7399299,-74.1066615,2761,12,1205
4.6648777,-74.0511889,17994,38,1712
4.5636518,-74.1424192,9915,97,339
4.6217212,-74.1278221,10759,46,84
4.6372448,-74.1752636,23924,21,21
4.5867135,-74.1708379,489,92,417
4.5453741,-74.1685814,2434,206,485
4.6218493,-74.1590103,10433,11,1503
4.5729676,-74.1242032,277,36,463
4.5855667,-74.0889635,20019,18,615
4.5828858,-74.1587969,365,78,469
4.7410536,-74.1019356,759,165,458
4.7072771,-74.1051573,24508,8,181
4.8469609,-74.0573678,20244,22,83
4.5020046,-74.1099659,547,135,240
4.5751070,-74.1528657,491,24,583
4.6519787,-74.0640783,22418,65,198
4.7497292,-74.0918032,24417,1,2000
4.4774959,-74.1230062,2641,1,699
4.6505371,-74.1753177,291,31,43
4.5886129,-74.1607132,536,156,310
4.7398027,-74.0253902,11423,47,90
4.7355813,-74.1039486,22893,3,853
4.6877608,-74.0583689,975,23,59
-2.8918409,-69.7419233,398,82,486
4.7173770,-74.0526249,9755,21,107
4.7530655,-74.0377225,20876,5,3
4.6991474,-74.0716636,20652,5,4042
4.7559539,-74.1156253,2623,39,898
4.7659111,-74.0359640,22491,59,120
4.5882892,-74.1147341,20547,62,109
4.6140242,-74.1118876,1398,142,615
6.1196508,-75.6247526,1004,157,300
4.6945545,-74.0636783,20363,113,4
4.6711039,-74.0858636,2192,11,302
4.5681624,-74.1499932,306,8,406
4.5899651,-74.1540781,15955,199,652
-2.8918409,-69.7419233,265,91,512
4.6607191,-74.0687429,5119,3,925
4.7343948,-74.0266097,6186,6,422
4.7367129,-74.0912092,10423,36,266
4.6172129,-74.1884852,424,218,311
4.5800215,-74.2216560,403,17,620
4.7055195,-74.1128967,609,4,1806
4.5359947,-74.0870396,3465,1185,111
4.5996263,-74.1646843,874,78,367
4.5949693,-74.1978781,8287,4,31
4.6292999,-74.1860433,26612,2,71
4.7070365,-74.1989528,24073,6,430
4.5529770,-74.1588586,425,82,600
4.6433862,-74.1371610,6123,29,19
4.8175647,-74.3611517,13496,156,276
4.7193587,-74.0717893,2115,183,264
4.7407899,-74.1082549,13185,45,5
4.6410223,-74.1615127,20217,7,603